71, 11, 933, 206, 27, 39, 1, 1, 1
72, 11, 909, 200, 51, 45, 1, 1, 1
73, 11, 898, 188, 62, 67, 1, 1, 1
74, 11, 898, 188, 62, 195, 1, 1, 1
75, 11, 861, 192, 99, 161, 1, 1, 1
76, 11, 828, 190, 132, 68, 1, 1, 1
77, 11, 820, 192, 140, 69, 1, 1, 1
78, 11, 809, 190, 150, 144, 1, 1, 1
79, 11, 809, 186, 151, 199, 1, 1, 1
80, 11, 792, 173, 168, 176, 1, 1, 1
81, 11, 755, 161, 205, 191, 1, 1, 1
82, 11, 745, 155, 214, 167, 1, 1, 1
83, 11, 731, 175, 228, 203, 1, 1, 1
84, 11, 719, 162, 241, 240, 1, 1, 1
85, 11, 695, 192, 265, 210, 1, 1, 1
86, 11, 663, 170, 297, 231, 1, 1, 1
87, 11, 640, 176, 320, 219, 1, 1, 1
88, 11, 621, 177, 339, 227, 1, 1, 1
89, 11, 622, 101, 338, 316, 1, 1, 1
90, 11, 578, 113, 382, 307, 1, 1, 1
91, 11, 550, 107, 410, 318, 1, 1, 1
92, 11, 521, 102, 437, 322, 1, 1, 1
93, 11, 492, 105, 465, 329, 1, 1, 1
94, 11, 473, 108, 482, 326, 1, 1, 1
95, 11, 466, 108, 442, 314, 1, 1, 1
96, 11, 451, 93, 426, 327, 1, 1, 1
97, 11, 411, 91, 437, 318, 1, 1, 1
98, 11, 408, 95, 431, 325, 1, 1, 1
99, 11, 329, 86, 517, 326, 1, 1, 1
100, 11, 257, 76, 521, 336, 1, 1, 1
101, 11, 234, 77, 505, 325, 1, 1, 1
102, 11, 241, 70, 465, 301, 1, 1, 1
103, 11, 172, 43, 509, 352, 1, 1, 1
104, 11, 170, 35, 533, 352, 1, 1, 1
105, 11, 87, 40, 541, 357, 1, 1, 1
106, 11, 64, 31, 549, 348, 1, 1, 1
107, 11, 30, 26, 542, 353, 1, 1, 1
108, 11, 31, 32, 533, 346, 1, 1, 1
109, 11, 6, 51, 570, 329, 1, 1, 1
110, 11, 0, 58, 530, 328, 1, 1, 1
111, 11, 0, 58, 501, 363, 1, 1, 1
112, 11, 0, 60, 491, 361, 1, 1, 1
113, 11, 0, 73, 447, 353, 1, 1, 1
114, 11, 0, 74, 488, 365, 1, 1, 1
115, 11, 0, 69, 384, 352, 1, 1, 1
116, 11, 0, 54, 375, 358, 1, 1, 1
117, 11, 0, 55, 332, 388, 1, 1, 1
118, 11, 0, 60, 359, 401, 1, 1, 1
119, 11, 0, 75, 290, 359, 1, 1, 1
120, 11, 0, 78, 254, 365, 1, 1, 1
121, 11, 0, 64, 224, 355, 1, 1, 1
122, 11, 5, 71, 201, 333, 1, 1, 1
123, 11, 0, 67, 156, 375, 1, 1, 1
124, 11, 0, 72, 191, 377, 1, 1, 1
125, 11, 0, 59, 104, 210, 1, 1, 1
126, 11, 0, 57, 85, 106, 1, 1, 1
