7, 5, 0, 594, 47, 77, 1, 1, 1
8, 5, 0, 459, 131, 422, 1, 1, 1
9, 5, 0, 463, 272, 344, 1, 1, 1
10, 5, 0, 417, 324, 301, 1, 1, 1
11, 5, 110, 352, 284, 277, 1, 1, 1
12, 5, 242, 325, 185, 224, 1, 1, 1
13, 5, 324, 307, 127, 208, 1, 1, 1
14, 5, 373, 318, 28, 42, 1, 1, 1
15, 5, 580, 160, 53, 81, 1, 1, 1
16, 5, 560, 172, 121, 132, 1, 1, 1
17, 5, 463, 168, 227, 194, 1, 1, 1
18, 5, 490, 194, 202, 256, 1, 1, 1
19, 5, 510, 197, 185, 223, 1, 1, 1
20, 5, 553, 184, 166, 206, 1, 1, 1
21, 5, 595, 180, 165, 200, 1, 1, 1
22, 5, 650, 183, 157, 187, 1, 1, 1
23, 5, 706, 200, 125, 169, 1, 1, 1
24, 5, 745, 201, 123, 167, 1, 1, 1
25, 5, 789, 208, 118, 156, 1, 1, 1
20, 12, 0, 335, 72, 98, 1, 1, 1
21, 12, 0, 269, 171, 155, 1, 1, 1
22, 12, 0, 261, 263, 251, 1, 1, 1
23, 12, 0, 264, 349, 258, 1, 1, 1
24, 12, 43, 283, 371, 248, 1, 1, 1
25, 12, 117, 286, 361, 252, 1, 1, 1
