44, 1, 0, 365, 494, 340, 1, 1, 1
45, 1, 0, 319, 495, 349, 1, 1, 1
46, 1, 0, 319, 531, 400, 1, 1, 1
47, 1, 0, 326, 557, 409, 1, 1, 1
48, 1, 0, 314, 515, 424, 1, 1, 1
49, 1, 0, 311, 506, 418, 1, 1, 1
50, 1, 0, 343, 475, 407, 1, 1, 1
51, 1, 0, 340, 465, 422, 1, 1, 1
52, 1, 0, 347, 383, 419, 1, 1, 1
53, 1, 0, 348, 369, 471, 1, 1, 1
54, 1, 0, 370, 380, 415, 1, 1, 1
55, 1, 0, 364, 396, 419, 1, 1, 1
56, 1, 0, 379, 379, 429, 1, 1, 1
57, 1, 0, 367, 345, 419, 1, 1, 1
58, 1, 0, 369, 320, 416, 1, 1, 1
44, 2, 420, 340, 156, 358, 1, 1, 1
45, 2, 424, 304, 152, 351, 1, 1, 1
46, 2, 519, 481, 57, 175, 1, 1, 1
47, 2, 484, 496, 92, 214, 1, 1, 1
48, 2, 452, 406, 124, 282, 1, 1, 1
49, 2, 428, 323, 148, 359, 1, 1, 1
50, 2, 430, 343, 146, 339, 1, 1, 1
51, 2, 375, 349, 201, 340, 1, 1, 1
52, 2, 341, 366, 235, 370, 1, 1, 1
53, 2, 327, 362, 249, 373, 1, 1, 1
54, 2, 324, 382, 252, 352, 1, 1, 1
55, 2, 343, 384, 232, 380, 1, 1, 1
56, 2, 332, 396, 242, 379, 1, 1, 1
57, 2, 278, 389, 298, 379, 1, 1, 1
58, 2, 270, 394, 306, 378, 1, 1, 1
