1, 3, 609, 275, 40, 53, 1, 1, 1
2, 3, 642, 279, 48, 55, 1, 1, 1
3, 3, 662, 289, 41, 55, 1, 1, 1
4, 3, 673, 290, 41, 58, 1, 1, 1
5, 3, 679, 294, 50, 56, 1, 1, 1
6, 3, 688, 303, 57, 56, 1, 1, 1
7, 3, 686, 309, 64, 57, 1, 1, 1
8, 3, 684, 317, 69, 55, 1, 1, 1
9, 3, 677, 318, 73, 59, 1, 1, 1
10, 3, 675, 314, 67, 62, 1, 1, 1
11, 3, 675, 316, 66, 63, 1, 1, 1
12, 3, 662, 309, 66, 62, 1, 1, 1
13, 3, 655, 304, 65, 62, 1, 1, 1
14, 3, 658, 298, 49, 60, 1, 1, 1
15, 3, 651, 295, 38, 58, 1, 1, 1
16, 3, 653, 294, 31, 57, 1, 1, 1
17, 3, 655, 291, 25, 60, 1, 1, 1
18, 3, 651, 292, 27, 59, 1, 1, 1
19, 3, 653, 292, 30, 57, 1, 1, 1
20, 3, 660, 289, 35, 58, 1, 1, 1
21, 3, 668, 291, 38, 56, 1, 1, 1
22, 3, 682, 290, 46, 57, 1, 1, 1
23, 3, 683, 293, 48, 55, 1, 1, 1
24, 3, 679, 291, 45, 60, 1, 1, 1
25, 3, 663, 292, 56, 63, 1, 1, 1
26, 3, 650, 296, 51, 61, 1, 1, 1
27, 3, 633, 294, 51, 65, 1, 1, 1
28, 3, 626, 296, 42, 65, 1, 1, 1
29, 3, 621, 299, 33, 64, 1, 1, 1
30, 3, 616, 301, 32, 60, 1, 1, 1
31, 3, 609, 303, 33, 60, 1, 1, 1
32, 3, 607, 305, 34, 61, 1, 1, 1
33, 3, 601, 309, 41, 60, 1, 1, 1
34, 3, 600, 305, 40, 63, 1, 1, 1
35, 3, 591, 307, 65, 67, 1, 1, 1
36, 3, 594, 315, 66, 62, 1, 1, 1
37, 3, 623, 313, 50, 66, 1, 1, 1
38, 3, 626, 314, 55, 66, 1, 1, 1
39, 3, 628, 320, 65, 61, 1, 1, 1
40, 3, 632, 314, 63, 64, 1, 1, 1
41, 3, 622, 314, 95, 64, 1, 1, 1
42, 3, 642, 315, 74, 62, 1, 1, 1
43, 3, 649, 312, 69, 64, 1, 1, 1
44, 3, 650, 313, 88, 60, 1, 1, 1
45, 3, 658, 313, 75, 60, 1, 1, 1
46, 3, 673, 308, 69, 63, 1, 1, 1
47, 3, 672, 309, 102, 63, 1, 1, 1
48, 3, 710, 311, 73, 59, 1, 1, 1
49, 3, 743, 306, 71, 61, 1, 1, 1
50, 3, 797, 305, 82, 59, 1, 1, 1
51, 3, 865, 310, 47, 52, 1, 1, 1
