19, 5, 60, 156, 149, 298, 1, 1, 1
20, 5, 58, 159, 153, 296, 1, 1, 1
21, 5, 50, 182, 144, 265, 1, 1, 1
22, 5, 49, 161, 141, 285, 1, 1, 1
23, 5, 58, 145, 160, 288, 1, 1, 1
24, 5, 41, 115, 196, 319, 1, 1, 1
25, 5, 16, 111, 223, 327, 1, 1, 1
26, 5, 29, 112, 246, 290, 1, 1, 1
27, 5, 26, 109, 246, 287, 1, 1, 1
28, 5, 31, 125, 287, 267, 1, 1, 1
29, 5, 68, 136, 299, 251, 1, 1, 1
30, 5, 94, 165, 290, 219, 1, 1, 1
31, 5, 147, 200, 278, 233, 1, 1, 1
26, 3, 244, 23, 190, 140, 1, 1, 1
27, 3, 235, 22, 198, 116, 1, 1, 1
28, 3, 227, 17, 210, 164, 1, 1, 1
29, 3, 227, 14, 211, 167, 1, 1, 1
30, 3, 238, 17, 202, 167, 1, 1, 1
31, 3, 249, 16, 189, 167, 1, 1, 1
32, 3, 259, 23, 182, 203, 1, 1, 1
33, 3, 320, 35, 145, 201, 1, 1, 1
