42, 1, 735, 394, 176, 306, 1, 1, 1
43, 1, 717, 391, 167, 313, 1, 1, 1
44, 1, 710, 387, 163, 297, 1, 1, 1
45, 1, 723, 387, 133, 270, 1, 1, 1
46, 1, 717, 393, 117, 266, 1, 1, 1
47, 1, 714, 404, 110, 278, 1, 1, 1
48, 1, 707, 401, 110, 255, 1, 1, 1
49, 1, 706, 392, 111, 258, 1, 1, 1
50, 1, 711, 378, 98, 263, 1, 1, 1
51, 1, 707, 366, 99, 244, 1, 1, 1
52, 1, 702, 359, 98, 249, 1, 1, 1
53, 1, 693, 356, 92, 256, 1, 1, 1
54, 1, 687, 350, 89, 248, 1, 1, 1
55, 1, 678, 338, 96, 260, 1, 1, 1
56, 1, 678, 340, 105, 262, 1, 1, 1
57, 1, 675, 348, 118, 259, 1, 1, 1
58, 1, 667, 345, 138, 264, 1, 1, 1
59, 1, 653, 345, 146, 265, 1, 1, 1
60, 1, 640, 339, 131, 271, 1, 1, 1
