84, 3, 1071, 463, 423, 530, 1, 1, 1
85, 3, 1058, 485, 430, 539, 1, 1, 1
86, 3, 1082, 515, 409, 542, 1, 1, 1
87, 3, 1057, 545, 436, 535, 1, 1, 1
88, 3, 1083, 562, 413, 518, 1, 1, 1
89, 3, 1053, 569, 429, 511, 1, 1, 1
90, 3, 1089, 585, 392, 495, 1, 1, 1
91, 3, 1070, 605, 395, 475, 1, 1, 1
92, 3, 1097, 610, 373, 470, 1, 1, 1
93, 3, 1118, 636, 310, 444, 1, 1, 1
94, 3, 1137, 652, 283, 427, 1, 1, 1
95, 3, 1146, 666, 244, 413, 1, 1, 1
96, 3, 1157, 681, 225, 399, 1, 1, 1
97, 3, 1145, 694, 240, 386, 1, 1, 1
98, 3, 1184, 721, 214, 359, 1, 1, 1
99, 3, 1179, 740, 215, 340, 1, 1, 1
100, 3, 1194, 759, 214, 321, 1, 1, 1
101, 3, 1185, 769, 238, 311, 1, 1, 1
102, 3, 1162, 795, 282, 284, 1, 1, 1
103, 3, 1197, 798, 266, 282, 1, 1, 1
104, 3, 1213, 796, 262, 283, 1, 1, 1
105, 3, 1161, 791, 327, 288, 1, 1, 1
106, 3, 1183, 782, 321, 298, 1, 1, 1
