1, 4, 775, 195, 340, 380, 1, 1, 1
2, 4, 762, 153, 387, 442, 1, 1, 1
3, 4, 715, 136, 409, 455, 1, 1, 1
4, 4, 664, 131, 433, 455, 1, 1, 1
5, 4, 743, 158, 390, 445, 1, 1, 1
6, 4, 798, 153, 357, 449, 1, 1, 1
7, 4, 789, 137, 357, 454, 1, 1, 1
8, 4, 717, 96, 356, 458, 1, 1, 1
9, 4, 684, 74, 372, 432, 1, 1, 1
10, 4, 658, 102, 375, 421, 1, 1, 1
11, 4, 643, 112, 394, 424, 1, 1, 1
12, 4, 635, 99, 405, 427, 1, 1, 1
13, 4, 638, 98, 442, 429, 1, 1, 1
14, 4, 670, 151, 444, 414, 1, 1, 1
15, 4, 731, 167, 412, 410, 1, 1, 1
16, 4, 766, 190, 361, 408, 1, 1, 1
17, 4, 766, 201, 398, 409, 1, 1, 1
18, 4, 772, 196, 379, 413, 1, 1, 1
19, 4, 766, 183, 367, 412, 1, 1, 1
20, 4, 798, 188, 358, 409, 1, 1, 1
21, 4, 809, 189, 341, 408, 1, 1, 1
22, 4, 810, 188, 337, 411, 1, 1, 1
23, 4, 802, 180, 384, 411, 1, 1, 1
24, 4, 812, 166, 372, 414, 1, 1, 1
25, 4, 840, 157, 345, 411, 1, 1, 1
26, 4, 870, 167, 322, 415, 1, 1, 1
27, 4, 883, 178, 317, 415, 1, 1, 1
28, 4, 883, 170, 374, 415, 1, 1, 1
29, 4, 863, 183, 353, 412, 1, 1, 1
30, 4, 862, 176, 346, 416, 1, 1, 1
31, 4, 817, 204, 305, 417, 1, 1, 1
32, 4, 830, 205, 299, 418, 1, 1, 1
33, 4, 819, 208, 325, 420, 1, 1, 1
34, 4, 838, 211, 355, 421, 1, 1, 1
35, 4, 834, 201, 336, 422, 1, 1, 1
36, 4, 843, 210, 298, 424, 1, 1, 1
37, 4, 856, 209, 296, 427, 1, 1, 1
38, 4, 835, 213, 296, 427, 1, 1, 1
39, 4, 865, 225, 299, 431, 1, 1, 1
40, 4, 898, 237, 302, 429, 1, 1, 1
41, 4, 934, 237, 310, 423, 1, 1, 1
42, 4, 973, 238, 371, 423, 1, 1, 1
43, 4, 974, 238, 351, 423, 1, 1, 1
44, 4, 1013, 248, 338, 419, 1, 1, 1
45, 4, 1076, 262, 306, 421, 1, 1, 1
46, 4, 1150, 276, 321, 418, 1, 1, 1
47, 4, 1140, 264, 359, 417, 1, 1, 1
48, 4, 1110, 256, 360, 417, 1, 1, 1
49, 4, 1114, 268, 339, 419, 1, 1, 1
50, 4, 1100, 259, 306, 422, 1, 1, 1
51, 4, 1123, 236, 314, 422, 1, 1, 1
52, 4, 1149, 234, 342, 420, 1, 1, 1
53, 4, 1160, 251, 319, 421, 1, 1, 1
54, 4, 1147, 279, 360, 418, 1, 1, 1
55, 4, 1160, 279, 295, 420, 1, 1, 1
